CIIU;Fecha;Mes;Nit;Ingresos_Ordinarios;Costo_de_ventas;Anio;Tasa_desempleo;Var_Tasa_desempleo;Indice_Precios_Vivienda_Nueva;Var_Indice_Precios_Vivienda_Nueva;Indice_Real_Precios_Vivienda_Usada;Var_Indice_Real_Precios_Vivienda_Usada;Inflacion;Variacion_PIB_Real;Salario_Minimo;Var_Salario_Minimo;TRM;Var_TRM;UVR;Var_UVR;Var_IPP;Var_ICCV;Var_FIVI
F4111 - Construccion de edificios residenciales;31/12/2018;12;900978853;0;0;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4112 - Construccion de edificios no residenciales;31/12/2019;12;900430438;0;0;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4112 - Construccion de edificios no residenciales;31/12/2018;12;900430438;0;0;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4111 - Construccion de edificios residenciales;31/12/2019;12;900134499;5756192;6344746;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4111 - Construccion de edificios residenciales;31/12/2018;12;900134499;11846547;11143630;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4111 - Construccion de edificios residenciales;31/12/2019;12;900919867;3131253;2724190;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4111 - Construccion de edificios residenciales;31/12/2018;12;900919867;0;0;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4111 - Construccion de edificios residenciales;31/12/2019;12;900490337;205355;142481;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4111 - Construccion de edificios residenciales;31/12/2018;12;900490337;911688;854029;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4111 - Construccion de edificios residenciales;31/12/2019;12;890905022;214658239;203451647;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4111 - Construccion de edificios residenciales;31/12/2018;12;890905022;161966170;154334858;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2019;12;900526959;75624750;76863130;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2018;12;900526959;63636536;64404170;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4111 - Construccion de edificios residenciales;31/12/2019;12;900753316;4665679;3113416;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4111 - Construccion de edificios residenciales;31/12/2018;12;900753316;1736724;0;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2019;12;830070142;15283208;9510595;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2018;12;830070142;23522490;20399403;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4111 - Construccion de edificios residenciales;31/12/2019;12;900386037;0;0;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4111 - Construccion de edificios residenciales;31/12/2018;12;900386037;0;0;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2019;12;900204854;95330683;57198410;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2018;12;900204854;70615321;42369193;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4111 - Construccion de edificios residenciales;31/12/2019;12;890204988;69380;0;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4111 - Construccion de edificios residenciales;31/12/2018;12;890204988;137845;0;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4111 - Construccion de edificios residenciales;31/12/2019;12;900346542;2242560;1144114;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4111 - Construccion de edificios residenciales;31/12/2018;12;900346542;3563326;2193113;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2019;12;900815680;22117431;18460432;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2018;12;900815680;42248375;40130005;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2019;12;830500612;5447171;4792880;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2018;12;830500612;2705504;2141375;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4111 - Construccion de edificios residenciales;31/12/2019;12;900824878;6409281;4092218;2019;9.531748807;-0.189341308;175.6866559;0.006188091;143.8172983;0.030879125;3.8;3.322;828116;6.00;3277.14;0.008428341;270.7132;3.85;0.046617056;2.84;3.2
F4111 - Construccion de edificios residenciales;31/12/2018;12;900824878;8057417;7404617;2018;9.721090115;1.093701182;174.606177;0.0167527;139.5093709;0.034409247;3.18;2.515;781242;5.90;3249.75;0.089058311;260.6658;3.28;0.030861476;2.49;8.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;800010983;3570869;0;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;800010983;2389038;0;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4112 - Construccion de edificios no residenciales;31/12/2016;12;800028206;37085674;28229343;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4112 - Construccion de edificios no residenciales;31/12/2017;12;800028206;128638855;115044185;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4390 - Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil;31/12/2016;12;800031797;31605797;26542677;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4390 - Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil;31/12/2017;12;800031797;38060740;32465558;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4321 - Instalaciones eléctricas;31/12/2016;12;800042522;19901631;14315960;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4321 - Instalaciones eléctricas;31/12/2017;12;800042522;16516272;12581585;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;800071745;6429148;3966226;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;800071745;1985703;749757;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2016;12;800092398;0;0;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2017;12;800092398;0;0;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;800095750;6009863;2375509;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;800095750;6141967;2632194;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;800108240;537901;106108;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;800108240;1518706;21630;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;800127156;10845474;9021967;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;800127156;5224979;3731708;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;800153208;20632858;16945372;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;800153208;18525484;16141632;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;800155291;336803389;298243030;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;800155291;137581294;69521639;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;800183970;16492000;15330372;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;800183970;3906534;3632112;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4390 - Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil;31/12/2016;12;800188665;9800722;5997594;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4390 - Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil;31/12/2017;12;800188665;16289347;12547687;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;800192571;1336180;62362;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;800192571;55376404;50262817;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;800200598;248359290;211366830;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;800200598;270865703;231002862;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;800222937;131182068;113676272;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;800222937;109079685;94099579;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;800236890;24537553;23301270;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;800236890;13119397;8321068;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;800240724;199973687;179640284;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;800240724;277019237;257896762;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;801001608;9408229;8398706;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;801001608;17911770;16570860;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4220 - Construccion de proyectos de servicio público;31/12/2016;12;802000666;50178624;35667723;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4220 - Construccion de proyectos de servicio público;31/12/2017;12;802000666;66811199;49969472;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;802012179;35392373;23847256;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;802012179;48024647;24089887;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;804003244;12464762;9644687;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;804003244;13853684;11378251;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2016;12;804003941;38487246;30858171;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2017;12;804003941;30602846;23977773;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4112 - Construccion de edificios no residenciales;31/12/2016;12;805010369;105968984;101430465;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4112 - Construccion de edificios no residenciales;31/12/2017;12;805010369;38590152;35855115;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2016;12;805011222;37582444;26707491;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4210 - Construccion de carreteras y vias de ferrocarril;31/12/2017;12;805011222;29621235;30358653;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4321 - Instalaciones eléctricas;31/12/2016;12;805015921;19315509;17398421;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4321 - Instalaciones eléctricas;31/12/2017;12;805015921;30567280;24753578;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;805030849;96433045;83003274;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;805030849;45023094;35324504;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;805031126;2036896;1504868;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;805031126;1451963;844492;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;811000555;4147814;169522;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;811000555;72327176;14881020;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4290 - Construccion de otras obras de ingenieria civil;31/12/2016;12;811001159;11630477;8987558;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4290 - Construccion de otras obras de ingenieria civil;31/12/2017;12;811001159;6112663;2852736;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;811014812;1070000;969839;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;811014812;3072000;2909184;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;811020804;82056049;46409500;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;811020804;101659478;70214397;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;811026526;14108456;10858318;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;811026526;2525884;1979880;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;811026598;14519208;12142861;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;811026598;18584595;14618410;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;811027681;43259882;38139958;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;811027681;42347302;22728484;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;811037405;55642706;35748647;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;811037405;139080810;121623199;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;811040443;46897023;44754906;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
F4111 - Construccion de edificios residenciales;31/12/2017;12;811040443;45566567;41949449;2017;8.627388932;-0.115367137;171.7292484;0.019851778;134.8686425;0.02166131;4.09;1.359;737717;7.00;2984;-0.005568682;252.3767;4.09;0.018591701;4.77;9.6
F4111 - Construccion de edificios residenciales;31/12/2016;12;811041320;26732558;23428201;2016;8.742756069;0.153838979;168.3864774;0.012242124;132.0091513;0.044706801;5.75;2.087;689455;7.00;3000.71;-0.047233344;242.4513;6.21;0.016154057;3.16;5.2
